Date,Open,High,Low,Close,Vol30,RegimeFlag,EVT_DotCom_Crisis,EVT_Spain_Credit_Boom,EVT_Euro_Sovereign_Crisis,EVT_Post_Crisis_Recovery,EVT_Brexit_2016,EVT_LateCycle_Weakness,EVT_COVID_Pandemic,EVT_Reopening_Recovery,EVT_Ukraine_War,EVT_ECB_Rate_Hike_Cycle,EVT_Profits_Buybacks_Consolidation,MACRO_ECB_Deposit_Rate,MACRO_Inflation_HICP_EA,MACRO_IBEX35,Dividends,Adj Close,MA_10,MA_50,MA_ratio,ROC_10,Close_lag1,Close_lag3,Close_lag5,Vol30_lag5,RegimeFlag_lag5,MACRO_ECB_Deposit_Rate_lag1,MACRO_Inflation_HICP_EA_lag1,MACRO_IBEX35_lag1,MACRO_IBEX35_lag2
2000-03-10,9.641680717468262,9.684955596923828,9.494545936584473,9.684955596923828,2.13545978675985,0,1,0,0,0,0,0,0,0,0,0,0,2.3306451612903225,1.932258064516129,12513.7001953125,0,2.6697588467166544,9.478101348876955,9.2471856880188,0.024971452791019866,2.943872574138129,9.546476364135742,9.399340629577637,9.468581199645996,2.251730132923229,0.0,2.3225806451612905,1.929032258064516,12563.2001953125,12668.2998046875
2000-03-13,9.67630100250244,9.67630100250244,9.67630100250244,9.67630100250244,2.1360619743521565,0,1,0,0,0,0,0,0,0,0,0,0,2.3548387096774195,1.941935483870968,12359.7001953125,0,2.6673725839766345,9.51012487411499,9.243723678588868,0.02881968401361701,3.4227554715099195,9.684955596923828,9.477235794067385,9.433960914611816,2.250283184793581,0.0,2.3306451612903225,1.932258064516129,12513.7001953125,12563.2001953125
2000-03-14,9.736886024475098,9.771506309509276,9.57244110107422,9.771506309509276,2.13364577004143,0,1,0,0,0,0,0,0,0,0,0,0,2.3629032258064515,1.9451612903225808,12555.7998046875,0,2.6936168144054338,9.543879413604737,9.246839485168458,0.03212340053190266,3.5779816977474566,9.67630100250244,9.546476364135742,9.399340629577637,2.252847483222669,0.0,2.3548387096774195,1.941935483870968,12359.7001953125,12513.7001953125
2000-03-15,9.633026123046877,9.909985542297363,9.607061386108398,9.849401473999023,2.133916439003341,0,1,0,0,0,0,0,0,0,0,0,0,2.370967741935484,1.9483870967741932,12279.5,0,2.715088764602163,9.587154483795166,9.25618688583374,0.03575636512568248,4.595590432074936,9.771506309509276,9.684955596923828,9.477235794067385,2.213389489737956,0.0,2.3629032258064515,1.9451612903225808,12555.7998046875,12359.7001953125
2000-03-16,9.935951232910156,10.03981113433838,9.89267635345459,10.013846397399902,2.139289831242196,0,1,0,0,0,0,0,0,0,0,0,0,2.379032258064516,1.9516129032258065,12260.900390625,0,2.760420889719394,9.632160568237305,9.26882318496704,0.039199947611424424,4.7058859896876415,9.849401473999023,9.67630100250244,9.546476364135742,2.215410381342075,0.0,2.370967741935484,1.9483870967741932,12279.5,12555.7998046875
2000-03-17,10.135017395019531,10.386012077331545,10.057121276855469,10.26484203338623,2.17227039804455,0,1,0,0,0,0,0,0,0,0,0,0,2.3870967741935485,1.9548387096774196,12369.7998046875,0,2.829609265789621,9.711786651611328,9.27817060470581,0.04673508015530481,8.409505256922811,10.013846397399902,9.771506309509276,9.684955596923828,2.13545978675985,0.0,2.379032258064516,1.9516129032258065,12260.900390625,12279.5
2000-03-20,10.21291160583496,10.37735652923584,10.21291160583496,10.256187438964844,2.116933770237739,0,1,0,0,0,0,0,0,0,0,0,0,2.411290322580645,1.964516129032258,12362.400390625,0,2.8272239840414777,9.79400930404663,9.289075927734375,0.054357761766665735,8.715602404919021,10.26484203338623,9.849401473999023,9.67630100250244,2.1360619743521565,0.0,2.3870967741935485,1.9548387096774196,12369.7998046875,12260.900390625
2000-03-21,10.178292274475098,10.273496627807615,9.909985542297363,10.126360893249512,2.121526345723224,0,1,0,0,0,0,0,0,0,0,0,0,2.419354838709677,1.967741935483871,12308.2998046875,0,2.791435438396509,9.866711330413818,9.303962516784669,0.06048485391186076,7.734800687870624,10.256187438964844,10.013846397399902,9.771506309509276,2.13364577004143,0.0,2.411290322580645,1.964516129032258,12362.400390625,12369.7998046875
2000-03-22,10.126360893249512,10.256187438964844,9.927295684814451,10.022500991821287,2.099220305265126,0,1,0,0,0,0,0,0,0,0,0,0,2.427419354838709,1.970967741935484,12172.2001953125,0,2.7628061714675365,9.921237850189208,9.318502922058105,0.06468151946428558,5.753420191309688,10.126360893249512,10.26484203338623,9.849401473999023,2.133916439003341,0.0,2.419354838709677,1.967741935483871,12308.2998046875,12362.400390625
2000-03-23,10.03981113433838,10.143671989440918,9.82343578338623,9.849401473999023,2.0875778112354144,0,1,0,0,0,0,0,0,0,0,0,0,2.435483870967742,1.9741935483870967,12073.2998046875,0,2.715088764602163,9.951530361175536,9.331139259338379,0.066486104707556,3.173161471402297,10.022500991821287,10.256187438964844,10.013846397399902,2.139289831242196,0.0,2.427419354838709,1.970967741935484,12172.2001953125,12308.2998046875
2000-03-24,9.84074592590332,10.065775871276855,9.780160903930664,9.979226112365724,1.7929312942182984,0,1,0,0,0,0,0,0,0,0,0,0,2.443548387096774,1.9774193548387096,12213.7998046875,0,2.750875593511348,9.980957412719725,9.341525268554687,0.06845050736173519,3.038429164666101,9.849401473999023,10.126360893249512,10.26484203338623,2.17227039804455,0.0,2.435483870967742,1.9741935483870967,12073.2998046875,12172.2001953125
2000-03-27,9.8753662109375,9.979226112365724,9.780160903930664,9.884020805358888,1.6146708589473011,0,1,0,0,0,0,0,0,0,0,0,0,2.467741935483871,1.9870967741935484,12162.0,0,2.724632098826456,10.001729393005371,9.355027084350587,0.06912885476693176,2.1466860404893318,9.979226112365724,10.022500991821287,10.256187438964844,2.116933770237739,0.0,2.443548387096774,1.9774193548387096,12213.7998046875,12073.2998046875
2000-03-28,9.84074592590332,10.117706298828123,9.82343578338623,10.057121276855469,1.6181239886970922,0,1,0,0,0,0,0,0,0,0,0,0,2.475806451612903,1.9903225806451608,12211.099609375,0,2.7723490151958914,10.030290889739991,9.381338310241699,0.06917484030927912,2.9229369382716586,9.884020805358888,9.849401473999023,10.126360893249512,2.121526345723224,0.0,2.467741935483871,1.9870967741935484,12162.0,12213.7998046875
2000-03-29,9.961915969848633,10.07443141937256,9.8753662109375,9.961915969848633,1.3699839378227612,0,1,0,0,0,0,0,0,0,0,0,0,2.4838709677419355,1.9935483870967745,12088.599609375,0,2.7461052752630306,10.041542339324952,9.405745429992676,0.06759665292501671,1.142348559418882,10.057121276855469,9.979226112365724,10.022500991821287,2.099220305265126,0.0,2.475806451612903,1.9903225806451608,12211.099609375,12162.0
2000-03-30,9.866710662841797,9.935951232910156,9.754196166992188,9.832091331481934,1.3943023522275202,0,1,0,0,0,0,0,0,0,0,0,0,2.491935483870968,1.9967741935483871,11833.400390625,0,2.710316974866032,10.023366832733155,9.423920955657959,0.06360896699959051,-1.8150374861467977,9.961915969848633,9.884020805358888,9.849401473999023,2.0875778112354144,0.0,2.4838709677419355,1.9935483870967745,12088.599609375,12211.099609375
