Date,IBEX_Close
2000-04-20,11502.0
2000-04-25,11425.5
2000-04-26,11481.5
2000-04-27,11273.0
2000-04-28,11467.900390625
2000-05-02,11867.2001953125
2000-05-03,11667.900390625
2000-05-04,11597.5
2000-05-05,11560.900390625
2000-05-08,11304.0
2000-05-09,11071.7001953125
2000-05-10,10832.2998046875
2000-05-11,11036.2998046875
2000-05-12,11102.599609375
2000-05-15,11009.2998046875
2000-05-16,11220.7001953125
2000-05-17,10905.2998046875
2000-05-18,10889.599609375
2000-05-19,10544.900390625
2000-05-22,10326.2998046875
2000-05-23,10380.099609375
2000-05-24,10342.400390625
2000-05-25,10560.599609375
2000-05-26,10437.099609375
2000-05-29,10558.900390625
2000-05-30,10648.5
2000-05-31,10688.5
2000-06-01,10875.5
2000-06-02,11141.5
2000-06-05,11004.2001953125
2000-06-06,10782.5
2000-06-07,10688.900390625
2000-06-08,10799.599609375
2000-06-09,10873.2001953125
2000-06-12,10791.2998046875
2000-06-13,10806.0
2000-06-14,10880.7001953125
2000-06-15,10876.0
2000-06-16,10723.7998046875
2000-06-19,10595.599609375
2000-06-20,10563.400390625
2000-06-21,10351.400390625
2000-06-22,10490.5
2000-06-23,10533.099609375
2000-06-26,10488.900390625
2000-06-27,10528.2001953125
2000-06-28,10583.2001953125
2000-06-29,10366.400390625
2000-06-30,10581.2998046875
2000-07-03,10676.7001953125
2000-07-04,10848.900390625
2000-07-05,10757.599609375
2000-07-06,10739.599609375
2000-07-07,10896.7001953125
2000-07-10,10828.900390625
2000-07-11,10874.7998046875
2000-07-12,10878.7001953125
2000-07-13,10848.2001953125
2000-07-14,11002.599609375
2000-07-17,10949.2001953125
2000-07-18,10791.5
2000-07-19,10850.7001953125
2000-07-20,10986.099609375
2000-07-21,10879.599609375
2000-07-24,10831.5
2000-07-25,10714.599609375
2000-07-26,10743.7998046875
2000-07-27,10726.0
2000-07-28,10560.0
2000-07-31,10531.599609375
2000-08-01,10549.0
2000-08-02,10644.5
2000-08-03,10453.0
2000-08-04,10583.400390625
2000-08-07,10707.7001953125
2000-08-08,10867.599609375
2000-08-09,10951.900390625
2000-08-10,11110.599609375
2000-08-11,11094.599609375
2000-08-14,11210.599609375
2000-08-15,11207.900390625
2000-08-16,11342.7001953125
2000-08-17,11155.5
2000-08-18,11065.5
2000-08-21,11093.5
2000-08-22,10934.599609375
2000-08-23,10798.099609375
2000-08-24,10720.099609375
2000-08-25,10818.2998046875
2000-08-28,10907.5
2000-08-29,10840.599609375
2000-08-30,10869.599609375
2000-08-31,10884.7001953125
2000-09-01,11170.099609375
2000-09-04,11246.2998046875
2000-09-05,11188.2001953125
2000-09-06,11238.5
2000-09-07,11282.5
2000-09-08,11103.2998046875
2000-09-11,11229.7998046875
2000-09-12,11311.7998046875
2000-09-13,11212.5
2000-09-14,11451.599609375
2000-09-15,11463.099609375
2000-09-18,11188.099609375
2000-09-19,11065.5
2000-09-20,10901.2998046875
2000-09-21,10803.400390625
2000-09-22,11029.400390625
2000-09-25,11159.099609375
2000-09-26,10956.0
2000-09-27,10957.599609375
2000-09-28,11023.099609375
2000-09-29,10950.0
2000-10-02,11152.5
2000-10-03,11271.2001953125
2000-10-04,11159.2998046875
2000-10-05,11237.2998046875
2000-10-06,11150.0
2000-10-09,10838.7998046875
2000-10-10,10950.7001953125
2000-10-11,10618.7001953125
2000-10-13,10385.400390625
2000-10-16,10455.2001953125
2000-10-17,10375.400390625
2000-10-18,10056.099609375
2000-10-19,10367.2998046875
2000-10-20,10443.599609375
2000-10-23,10329.900390625
2000-10-24,10666.900390625
2000-10-25,10517.400390625
2000-10-26,10324.7001953125
2000-10-27,10395.7001953125
2000-10-30,10307.2998046875
2000-10-31,10363.099609375
2000-11-02,10507.0
2000-11-03,10542.7001953125
2000-11-06,10610.5
2000-11-07,10573.599609375
2000-11-08,10488.400390625
2000-11-09,10273.5
2000-11-10,9986.0
2000-11-13,9897.2998046875
2000-11-14,10274.7998046875
2000-11-15,10294.099609375
2000-11-16,10135.2998046875
2000-11-17,9845.900390625
2000-11-20,9548.7001953125
2000-11-21,9594.0
2000-11-22,9252.5
2000-11-23,9334.7998046875
2000-11-24,9642.2998046875
2000-11-27,9541.900390625
2000-11-28,9358.0
2000-11-29,9477.2998046875
2000-11-30,9214.5
2000-12-01,9339.400390625
2000-12-04,9069.099609375
2000-12-05,9461.099609375
2000-12-07,9497.2998046875
2000-12-11,9788.099609375
2000-12-12,9753.5
2000-12-13,9716.900390625
2000-12-14,9518.2998046875
2000-12-15,9155.7001953125
2000-12-18,9052.7998046875
2000-12-19,9255.5
2000-12-20,8864.2998046875
2000-12-21,8964.2001953125
2000-12-22,9039.0
2000-12-27,9078.5
2000-12-28,9075.599609375
2000-12-29,9109.7998046875
2001-01-02,9080.2001953125
2001-01-03,9200.900390625
2001-01-04,9597.2001953125
2001-01-05,9601.400390625
2001-01-08,9623.599609375
2001-01-09,9581.7998046875
2001-01-10,9585.7998046875
2001-01-11,9699.7998046875
2001-01-12,9890.2001953125
2001-01-15,9892.0
2001-01-16,9722.400390625
2001-01-17,10020.099609375
2001-01-18,10070.7998046875
2001-01-19,9955.5
2001-01-22,10019.2001953125
2001-01-23,10100.400390625
2001-01-24,10116.2001953125
2001-01-25,10132.0
2001-01-26,10090.099609375
2001-01-29,9949.900390625
2001-01-30,10036.2001953125
2001-01-31,10116.0
2001-02-01,10123.0
2001-02-02,9848.5
2001-02-05,9846.7001953125
2001-02-06,9934.7998046875
2001-02-07,9880.7001953125
2001-02-08,10020.7998046875
2001-02-09,9936.2998046875
2001-02-12,10096.5
2001-02-13,10054.2001953125
2001-02-14,9759.7001953125
2001-02-15,9865.2998046875
2001-02-16,9789.5
2001-02-19,9861.2998046875
2001-02-20,9680.5
2001-02-21,9592.099609375
2001-02-22,9418.7998046875
2001-02-23,9344.7998046875
2001-02-26,9476.400390625
2001-02-27,9554.099609375
2001-02-28,9551.400390625
2001-03-01,9486.099609375
2001-03-02,9570.900390625
2001-03-05,9688.099609375
2001-03-06,9892.099609375
2001-03-07,9923.2998046875
2001-03-08,9798.2001953125
2001-03-09,9726.599609375
2001-03-12,9494.7998046875
2001-03-13,9510.900390625
2001-03-14,9393.0
2001-03-15,9476.2998046875
2001-03-16,9290.0
2001-03-19,9251.2998046875
2001-03-20,9216.7001953125
2001-03-21,8899.7998046875
2001-03-22,8531.7998046875
2001-03-23,8810.5
2001-03-26,9063.400390625
2001-03-27,9263.2998046875
2001-03-28,9163.400390625
2001-03-29,9222.7998046875
2001-03-30,9308.2998046875
2001-04-02,9324.2998046875
2001-04-03,9011.7998046875
2001-04-04,9172.400390625
2001-04-05,9340.2001953125
2001-04-06,9328.400390625
2001-04-09,9453.5
2001-04-10,9601.7998046875
2001-04-11,9613.900390625
2001-04-12,9648.7998046875
2001-04-17,9526.5
2001-04-18,9797.7998046875
2001-04-19,9798.0
2001-04-20,9547.5
2001-04-23,9269.400390625
2001-04-24,9418.900390625
2001-04-25,9350.400390625
2001-04-26,9523.900390625
2001-04-27,9634.599609375
2001-04-30,9761.0
2001-05-02,9633.5
2001-05-03,9497.2001953125
2001-05-04,9542.7001953125
2001-05-07,9589.2001953125
2001-05-08,9658.0
2001-05-09,9654.2998046875
2001-05-10,9781.5
2001-05-11,9684.5
2001-05-14,9602.2001953125
2001-05-15,9667.599609375
2001-05-16,9588.099609375
2001-05-17,9661.5
2001-05-18,9728.400390625
2001-05-21,9678.2001953125
2001-05-22,9626.900390625
2001-05-23,9632.599609375
2001-05-24,9616.2001953125
2001-05-25,9468.400390625
2001-05-28,9545.599609375
2001-05-29,9487.2001953125
2001-05-30,9439.900390625
2001-05-31,9500.7001953125
2001-06-01,9399.400390625
2001-06-04,9561.5
2001-06-05,9601.7998046875
2001-06-06,9530.7001953125
2001-06-07,9516.7998046875
2001-06-08,9607.2998046875
2001-06-11,9606.7998046875
2001-06-12,9444.0
2001-06-13,9522.5
2001-06-14,9476.599609375
2001-06-15,9363.2998046875
2001-06-18,9018.7001953125
2001-06-19,9047.900390625
2001-06-20,9021.5
2001-06-21,8920.900390625
2001-06-22,8925.2001953125
2001-06-25,8964.2998046875
2001-06-26,8792.7001953125
2001-06-27,8787.599609375
2001-06-28,8855.900390625
2001-06-29,8878.400390625
2001-07-02,9073.2998046875
2001-07-03,9015.900390625
2001-07-04,8885.0
2001-07-05,8787.599609375
2001-07-06,8501.900390625
2001-07-09,8526.2001953125
2001-07-10,8465.099609375
2001-07-11,8266.099609375
2001-07-12,8166.7001953125
2001-07-13,8303.900390625
2001-07-16,8296.099609375
2001-07-17,8372.7001953125
2001-07-18,8210.099609375
2001-07-19,8354.2001953125
2001-07-20,8304.099609375
2001-07-23,8378.900390625
2001-07-24,8373.7998046875
2001-07-25,8153.5
2001-07-26,8231.0
2001-07-27,8217.0
2001-07-30,8417.900390625
2001-07-31,8480.0
2001-08-01,8557.2998046875
2001-08-02,8608.7001953125
2001-08-03,8564.7001953125
2001-08-06,8636.2001953125
2001-08-07,8567.7001953125
2001-08-08,8439.2001953125
2001-08-09,8292.0
2001-08-10,8203.0
2001-08-13,8337.7001953125
2001-08-14,8450.0
2001-08-16,8322.900390625
2001-08-17,8200.099609375
2001-08-20,8190.2998046875
2001-08-21,8196.0
2001-08-22,8305.599609375
2001-08-23,8401.2998046875
2001-08-24,8540.599609375
2001-08-27,8515.599609375
2001-08-28,8372.900390625
2001-08-29,8425.2998046875
2001-08-30,8232.099609375
2001-08-31,8321.099609375
2001-09-03,8153.0
2001-09-04,8291.2001953125
2001-09-05,8117.2998046875
2001-09-06,7904.7001953125
2001-09-07,7727.2001953125
2001-09-10,7678.7001953125
2001-09-12,7336.7001953125
2001-09-13,7338.7001953125
2001-09-14,6911.7998046875
2001-09-17,7094.7998046875
2001-09-18,7043.7998046875
2001-09-19,6933.60009765625
2001-09-20,6725.2998046875
2001-09-21,6498.39990234375
2001-09-24,6885.7001953125
2001-09-25,7000.5
2001-09-26,7050.89990234375
2001-09-27,7197.89990234375
2001-09-28,7314.0
2001-10-01,7193.10009765625
2001-10-02,7309.89990234375
2001-10-03,7245.0
2001-10-04,7466.2998046875
2001-10-05,7169.2998046875
2001-10-08,7200.0
2001-10-09,7278.39990234375
2001-10-10,7529.60009765625
2001-10-11,7553.10009765625
2001-10-15,7511.89990234375
2001-10-16,7643.7001953125
2001-10-17,7918.60009765625
2001-10-18,7802.2998046875
2001-10-19,7590.7001953125
2001-10-22,7780.39990234375
2001-10-23,7963.10009765625
2001-10-24,8096.7001953125
2001-10-25,7879.2998046875
2001-10-26,7958.2998046875
2001-10-29,7792.7001953125
2001-10-30,7562.5
2001-10-31,7774.2998046875
2001-11-01,7754.7998046875
2001-11-02,7677.5
2001-11-05,7926.0
2001-11-06,8017.7998046875
2001-11-07,8118.39990234375
2001-11-08,8363.2998046875
2001-11-09,8222.0
2001-11-12,8059.7998046875
2001-11-13,8383.099609375
2001-11-14,8463.599609375
2001-11-15,8500.2998046875
2001-11-16,8536.599609375
2001-11-19,8691.099609375
2001-11-20,8540.599609375
2001-11-21,8425.400390625
2001-11-22,8506.099609375
2001-11-23,8531.7001953125
2001-11-26,8563.099609375
2001-11-27,8439.2998046875
2001-11-28,8348.2998046875
2001-11-29,8272.900390625
2001-11-30,8364.7001953125
2001-12-03,8302.900390625
2001-12-04,8514.599609375
2001-12-05,8825.5
2001-12-07,8703.2001953125
2001-12-10,8559.900390625
2001-12-11,8636.7001953125
2001-12-12,8532.5
2001-12-13,8319.5
2001-12-14,8281.599609375
2001-12-17,8543.099609375
2001-12-18,8474.099609375
2001-12-19,8327.0
2001-12-20,8232.7998046875
2001-12-21,8284.900390625
2001-12-27,8434.900390625
2001-12-28,8397.599609375
2002-01-02,8377.099609375
2002-01-03,8554.7001953125
2002-01-04,8463.099609375
2002-01-07,8177.2998046875
2002-01-08,8186.60009765625
2002-01-09,8066.10009765625
2002-01-10,7935.39990234375
2002-01-11,7983.10009765625
2002-01-14,7800.2998046875
2002-01-15,7948.7001953125
2002-01-16,7804.10009765625
2002-01-17,7977.5
2002-01-18,8008.7998046875
2002-01-21,7902.5
2002-01-22,8033.10009765625
2002-01-23,8078.2998046875
2002-01-24,8213.2998046875
2002-01-25,8185.0
2002-01-28,8273.099609375
2002-01-29,8178.39990234375
2002-01-30,8019.7001953125
2002-01-31,8050.39990234375
2002-02-01,8171.10009765625
2002-02-04,8014.2998046875
2002-02-05,7852.7001953125
2002-02-06,7708.10009765625
2002-02-07,7872.39990234375
2002-02-08,7829.7998046875
2002-02-11,7819.7001953125
2002-02-12,7787.7998046875
2002-02-13,7867.2001953125
2002-02-14,8021.39990234375
2002-02-15,7920.39990234375
2002-02-18,7832.39990234375
2002-02-19,7708.60009765625
2002-02-20,7716.39990234375
2002-02-21,7736.5
2002-02-22,7662.39990234375
2002-02-25,7775.10009765625
2002-02-26,7847.0
2002-02-27,8101.39990234375
2002-02-28,8135.5
2002-03-01,8230.7001953125
2002-03-04,8385.0
2002-03-05,8307.2001953125
2002-03-06,8320.5
2002-03-07,8382.2001953125
2002-03-08,8369.7001953125
2002-03-11,8317.900390625
2002-03-12,8225.900390625
2002-03-13,8199.0
2002-03-14,8253.2998046875
2002-03-15,8318.7998046875
2002-03-18,8394.7001953125
2002-03-19,8471.2998046875
2002-03-20,8390.099609375
2002-03-21,8334.400390625
2002-03-22,8346.0
2002-03-25,8167.2001953125
2002-03-26,8123.2001953125
2002-03-27,8158.0
2002-03-28,8249.7001953125
2002-04-02,8202.099609375
2002-04-03,8236.099609375
2002-04-04,8164.7001953125
2002-04-05,8170.10009765625
2002-04-08,7976.10009765625
2002-04-09,8038.5
2002-04-10,8098.2001953125
2002-04-11,7971.10009765625
2002-04-12,8027.2998046875
2002-04-15,8116.89990234375
2002-04-16,8353.5
2002-04-17,8393.7998046875
2002-04-18,8348.099609375
2002-04-19,8420.400390625
2002-04-22,8363.5
2002-04-23,8356.900390625
2002-04-24,8325.0
2002-04-25,8171.10009765625
2002-04-26,8182.0
2002-04-29,8146.2998046875
2002-04-30,8154.39990234375
2002-05-02,8048.0
2002-05-03,8019.0
2002-05-06,7945.89990234375
2002-05-07,7910.7001953125
2002-05-08,8087.89990234375
2002-05-09,8041.39990234375
2002-05-10,7897.10009765625
2002-05-13,7998.10009765625
2002-05-14,8103.60009765625
2002-05-15,8162.10009765625
2002-05-16,8088.10009765625
2002-05-17,8090.60009765625
2002-05-20,8000.0
2002-05-21,7950.0
2002-05-22,7857.10009765625
2002-05-23,7902.10009765625
2002-05-24,7950.2001953125
2002-05-27,7993.0
2002-05-28,7925.10009765625
2002-05-29,7946.7001953125
2002-05-30,7854.7998046875
2002-05-31,7949.89990234375
2002-06-03,7899.7001953125
2002-06-04,7667.0
2002-06-05,7619.10009765625
2002-06-06,7577.5
2002-06-07,7480.60009765625
2002-06-10,7483.10009765625
2002-06-11,7553.89990234375
2002-06-12,7387.60009765625
2002-06-13,7296.5
2002-06-14,7128.2001953125
2002-06-17,7333.0
2002-06-18,7350.7998046875
2002-06-19,7212.7001953125
2002-06-20,7060.2998046875
2002-06-21,6925.5
2002-06-24,6651.39990234375
2002-06-25,6773.60009765625
2002-06-26,6683.39990234375
2002-06-27,6695.7998046875
2002-06-28,6913.0
2002-07-01,6893.60009765625
2002-07-02,6713.39990234375
2002-07-03,6592.2001953125
2002-07-04,6686.60009765625
2002-07-05,7078.39990234375
2002-07-08,7133.7998046875
2002-07-09,6997.7001953125
2002-07-10,6858.2998046875
2002-07-11,6637.7001953125
2002-07-12,6724.60009765625
2002-07-15,6420.89990234375
2002-07-16,6421.2001953125
2002-07-17,6660.60009765625
2002-07-18,6751.60009765625
2002-07-19,6420.39990234375
2002-07-22,6251.89990234375
2002-07-23,6158.60009765625
2002-07-24,6004.5
2002-07-25,6310.10009765625
2002-07-26,6303.39990234375
2002-07-29,6659.7998046875
2002-07-30,6322.2998046875
2002-07-31,6249.2998046875
2002-08-01,6074.89990234375
2002-08-02,6114.10009765625
2002-08-05,5963.2001953125
2002-08-06,6168.60009765625
2002-08-07,6091.7001953125
2002-08-08,6396.10009765625
2002-08-09,6400.2998046875
2002-08-12,6221.10009765625
2002-08-13,6271.39990234375
2002-08-14,6104.60009765625
2002-08-16,6326.60009765625
2002-08-19,6583.0
2002-08-20,6466.2998046875
2002-08-21,6528.10009765625
2002-08-22,6678.7998046875
2002-08-23,6590.10009765625
2002-08-26,6534.10009765625
2002-08-27,6703.10009765625
2002-08-28,6472.7001953125
2002-08-29,6370.89990234375
2002-08-30,6435.7001953125
2002-09-02,6341.2998046875
2002-09-03,6141.89990234375
2002-09-04,6165.10009765625
2002-09-05,6080.39990234375
2002-09-06,6261.60009765625
2002-09-09,6143.2998046875
2002-09-10,6295.7001953125
2002-09-11,6492.0
2002-09-12,6251.10009765625
2002-09-13,6141.2998046875
2002-09-16,6087.0
2002-09-17,6082.0
2002-09-18,5905.5
2002-09-19,5819.0
2002-09-20,5761.10009765625
2002-09-23,5580.10009765625
2002-09-24,5390.89990234375
2002-09-25,5447.39990234375
2002-09-26,5682.39990234375
2002-09-27,5630.60009765625
2002-09-30,5431.7001953125
2002-10-01,5368.60009765625
2002-10-02,5614.39990234375
2002-10-03,5551.7001953125
2002-10-04,5499.2001953125
2002-10-07,5464.2998046875
2002-10-08,5454.10009765625
2002-10-09,5364.5
2002-10-10,5447.60009765625
2002-10-11,5661.0
2002-10-14,5603.2998046875
2002-10-15,5889.39990234375
2002-10-16,5865.39990234375
2002-10-17,6023.5
2002-10-18,6010.7998046875
2002-10-21,6031.39990234375
2002-10-22,6040.7998046875
2002-10-23,5881.39990234375
2002-10-24,6054.2001953125
2002-10-25,6092.5
2002-10-28,6164.60009765625
2002-10-29,6005.89990234375
2002-10-30,6038.10009765625
2002-10-31,6139.39990234375
2002-11-04,6366.2001953125
2002-11-05,6369.10009765625
2002-11-06,6319.10009765625
2002-11-07,6115.60009765625
2002-11-08,6074.2001953125
2002-11-11,6060.0
2002-11-12,6141.89990234375
2002-11-13,6133.5
2002-11-14,6271.7001953125
2002-11-15,6250.7998046875
2002-11-18,6356.2998046875
2002-11-19,6299.2998046875
2002-11-20,6264.2998046875
2002-11-21,6498.89990234375
2002-11-22,6539.2001953125
2002-11-25,6580.7001953125
2002-11-26,6471.5
2002-11-27,6700.10009765625
2002-11-28,6704.10009765625
2002-11-29,6685.60009765625
2002-12-02,6736.2998046875
2002-12-03,6582.39990234375
2002-12-04,6512.7998046875
2002-12-05,6425.2998046875
2002-12-09,6291.0
2002-12-10,6332.10009765625
2002-12-11,6371.5
2002-12-12,6251.60009765625
2002-12-13,6120.60009765625
2002-12-16,6311.39990234375
2002-12-17,6266.60009765625
2002-12-18,6155.7998046875
2002-12-19,6168.2998046875
2002-12-20,6208.0
2002-12-23,6240.2001953125
2002-12-27,6081.2998046875
2002-12-30,6036.89990234375
2003-01-02,6284.0
2003-01-03,6237.2998046875
2003-01-07,6349.2998046875
2003-01-08,6377.2001953125
2003-01-09,6433.0
2003-01-10,6438.89990234375
2003-01-13,6534.7001953125
2003-01-14,6589.2001953125
2003-01-15,6566.7998046875
2003-01-16,6610.60009765625
2003-01-17,6458.2001953125
2003-01-20,6390.7998046875
2003-01-21,6346.2998046875
2003-01-22,6249.7001953125
2003-01-23,6310.2001953125
2003-01-24,6268.89990234375
2003-01-27,6022.39990234375
2003-01-28,5955.39990234375
2003-01-29,5941.0
2003-01-30,6019.60009765625
2003-01-31,5947.7001953125
2003-02-03,6017.2001953125
2003-02-04,5872.89990234375
2003-02-05,6002.60009765625
2003-02-06,5885.60009765625
2003-02-07,5809.2998046875
2003-02-10,5787.60009765625
2003-02-11,5923.2998046875
2003-02-12,5840.2001953125
2003-02-13,5817.60009765625
2003-02-14,5972.7998046875
2003-02-17,6082.89990234375
2003-02-18,6165.0
2003-02-19,6036.7998046875
2003-02-20,5989.2998046875
2003-02-21,6043.2001953125
2003-02-24,5952.10009765625
2003-02-25,5803.2001953125
2003-02-26,5782.0
2003-02-27,5887.7001953125
2003-02-28,5999.39990234375
2003-03-03,5987.2001953125
2003-03-04,5861.7998046875
2003-03-05,5879.7998046875
2003-03-06,5816.89990234375
2003-03-07,5716.5
2003-03-10,5569.39990234375
2003-03-11,5606.39990234375
2003-03-12,5452.39990234375
2003-03-13,5670.7001953125
2003-03-14,5904.89990234375
2003-03-17,6064.5
2003-03-18,6089.60009765625
2003-03-19,6171.2998046875
2003-03-20,6102.10009765625
2003-03-21,6258.0
2003-03-24,6005.0
2003-03-25,6123.7998046875
2003-03-26,6142.7998046875
2003-03-27,6022.39990234375
2003-03-28,6029.2001953125
2003-03-31,5870.5
2003-04-01,5953.2001953125
2003-04-02,6174.5
2003-04-03,6238.0
2003-04-04,6324.10009765625
2003-04-07,6454.2001953125
2003-04-08,6397.2998046875
2003-04-09,6468.5
2003-04-10,6407.7998046875
2003-04-11,6442.2998046875
2003-04-14,6488.60009765625
2003-04-15,6560.7998046875
2003-04-16,6503.10009765625
2003-04-17,6574.39990234375
2003-04-22,6577.60009765625
2003-04-23,6587.39990234375
2003-04-24,6526.89990234375
2003-04-25,6492.5
2003-04-28,6607.7998046875
2003-04-29,6557.2001953125
2003-04-30,6489.5
2003-05-02,6456.39990234375
2003-05-05,6491.2998046875
2003-05-06,6568.7001953125
2003-05-07,6429.0
2003-05-08,6300.5
2003-05-09,6387.7998046875
2003-05-12,6395.0
2003-05-13,6376.0
2003-05-14,6363.39990234375
2003-05-15,6413.7998046875
2003-05-16,6481.5
2003-05-19,6279.60009765625
2003-05-20,6298.10009765625
2003-05-21,6198.89990234375
2003-05-22,6317.89990234375
2003-05-23,6346.2001953125
2003-05-26,6338.2001953125
2003-05-27,6363.60009765625
2003-05-28,6472.89990234375
2003-05-29,6483.0
2003-05-30,6508.5
2003-06-02,6595.39990234375
2003-06-03,6562.89990234375
2003-06-04,6637.7001953125
2003-06-05,6591.10009765625
2003-06-06,6717.7001953125
2003-06-09,6670.10009765625
2003-06-10,6696.7998046875
2003-06-11,6791.2001953125
2003-06-12,6849.10009765625
2003-06-13,6857.2001953125
2003-06-16,6960.89990234375
2003-06-17,6977.10009765625
2003-06-18,7015.7998046875
2003-06-19,6908.60009765625
2003-06-20,7081.60009765625
2003-06-23,6919.7001953125
2003-06-24,6871.39990234375
2003-06-25,6941.2998046875
2003-06-26,6944.60009765625
2003-06-27,6970.10009765625
2003-06-30,6862.0
2003-07-01,6739.10009765625
2003-07-02,6830.89990234375
2003-07-03,6795.2998046875
2003-07-04,6800.39990234375
2003-07-07,6944.60009765625
2003-07-08,6965.7001953125
2003-07-09,6915.7001953125
2003-07-10,6838.5
2003-07-11,6968.60009765625
2003-07-14,7046.0
2003-07-15,7000.0
2003-07-16,6932.7998046875
2003-07-17,6945.2998046875
2003-07-18,6900.39990234375
2003-07-21,6825.2001953125
2003-07-22,6862.39990234375
2003-07-23,6868.0
2003-07-24,6981.10009765625
2003-07-25,6903.7998046875
2003-07-28,6996.7001953125
2003-07-29,6924.0
2003-07-30,6984.2998046875
2003-07-31,7061.7001953125
2003-08-01,6995.39990234375
2003-08-04,6945.0
2003-08-05,6991.2998046875
2003-08-06,6924.2998046875
2003-08-07,6900.2998046875
2003-08-08,6930.7998046875
2003-08-11,6965.39990234375
2003-08-12,7015.2998046875
2003-08-13,6998.2001953125
2003-08-14,7110.2998046875
2003-08-18,7170.7001953125
2003-08-19,7192.39990234375
2003-08-20,7179.7998046875
2003-08-21,7214.89990234375
2003-08-22,7205.89990234375
2003-08-25,7166.39990234375
2003-08-26,7130.0
2003-08-27,7143.2998046875
2003-08-28,7175.10009765625
2003-08-29,7111.2998046875
2003-09-01,7194.39990234375
2003-09-02,7203.89990234375
2003-09-03,7291.7001953125
2003-09-04,7265.7001953125
2003-09-05,7230.60009765625
2003-09-08,7287.0
2003-09-09,7220.0
2003-09-10,7116.0
2003-09-11,7113.39990234375
2003-09-12,7022.89990234375
2003-09-15,7057.60009765625
2003-09-16,7132.0
2003-09-17,7146.7001953125
2003-09-18,7195.7001953125
2003-09-19,7102.7001953125
2003-09-22,6953.2998046875
2003-09-23,6953.10009765625
2003-09-24,6909.0
2003-09-25,6895.7001953125
2003-09-26,6809.39990234375
2003-09-29,6772.0
2003-09-30,6703.60009765625
2003-10-01,6751.0
2003-10-02,6762.39990234375
2003-10-03,6922.2998046875
2003-10-06,6894.2001953125
2003-10-07,6894.10009765625
2003-10-08,6924.2998046875
2003-10-09,7019.10009765625
2003-10-10,6974.7001953125
2003-10-13,7063.10009765625
2003-10-14,7040.7001953125
2003-10-15,7043.5
2003-10-16,7034.2998046875
2003-10-17,6993.60009765625
2003-10-20,6984.7998046875
2003-10-21,7007.39990234375
2003-10-22,6914.60009765625
2003-10-23,6879.89990234375
2003-10-24,6869.0
2003-10-27,6951.0
2003-10-28,7023.7998046875
2003-10-29,7030.39990234375
2003-10-30,7119.10009765625
2003-10-31,7129.5
2003-11-03,7215.2998046875
2003-11-04,7199.7001953125
2003-11-05,7196.10009765625
2003-11-06,7228.10009765625
2003-11-07,7267.7998046875
2003-11-10,7222.89990234375
2003-11-11,7191.39990234375
2003-11-12,7246.7001953125
2003-11-13,7258.7998046875
2003-11-14,7293.7998046875
2003-11-17,7134.0
2003-11-18,7127.2998046875
2003-11-19,7131.5
2003-11-20,7111.60009765625
2003-11-21,7145.0
2003-11-24,7243.7998046875
2003-11-25,7251.89990234375
2003-11-26,7227.39990234375
2003-11-27,7249.89990234375
2003-11-28,7252.5
2003-12-01,7372.2998046875
2003-12-02,7348.7001953125
